333	-0.070200 0.075800 0.070700 -0.594240 0.228816 -0.771052 -0.385726 -0.922363 0.023502 -0.708157 0.319310 0.629707 -0.003817
332	-0.070200 0.075800 0.070700 -0.385726 -0.922363 0.023502 0.594240 -0.228816 0.771052 -0.708157 0.319310 0.629707 -0.003268
331	-0.070200 0.075800 0.070700 -0.594240 0.228816 -0.771052 -0.385726 -0.922363 0.023502 -0.708157 0.319310 0.629707 1.002427
343	-0.100300 0.065900 0.008100 -0.065802 0.024701 -0.997527 -0.288308 -0.957526 -0.004700 -0.955263 0.285470 0.076593 -0.002601
342	-0.100300 0.065900 0.008100 -0.288308 -0.957526 -0.004700 0.065802 -0.024701 0.997527 -0.955263 0.285470 0.076593 -0.004961
341	-0.100300 0.065900 0.008100 -0.065802 0.024701 -0.997527 -0.288308 -0.957526 -0.004700 -0.955263 0.285470 0.076593 1.005552
413	-0.080800 0.041300 0.072000 -0.642126 0.049002 -0.765031 -0.135706 -0.989540 0.050502 -0.759326 0.136393 0.636227 -0.005495
412	-0.080800 0.041300 0.072000 -0.135706 -0.989540 0.050502 0.642126 -0.049002 0.765031 -0.759326 0.136393 0.636227 -0.005625
411	-0.080800 0.041300 0.072000 -0.642126 0.049002 -0.765031 -0.135706 -0.989540 0.050502 -0.759326 0.136393 0.636227 1.004118
422	-0.052600 0.040600 0.095200 -0.874970 -0.019699 -0.483783 -0.054998 -0.988666 0.139695 -0.479793 0.151080 0.864267 -0.002580
423	-0.052600 0.040600 0.095200 -0.054998 -0.988666 0.139695 0.874970 0.019699 0.483783 -0.479793 0.151080 0.864267 -0.002973
421	-0.052600 0.040600 0.095200 -0.874970 -0.019699 -0.483783 -0.054998 -0.988666 0.139695 -0.479793 0.151080 0.864267 1.002473
432	-0.053700 0.005900 0.096900 -0.870267 -0.017799 -0.492081 0.028999 -0.999462 -0.015299 -0.491776 -0.026489 0.870313 -0.001669
433	-0.053700 0.005900 0.096900 0.028999 -0.999462 -0.015299 0.870267 0.017799 0.492081 -0.491776 -0.026489 0.870313 -0.005386
431	-0.053700 0.005900 0.096900 -0.870267 -0.017799 -0.492081 0.028999 -0.999462 -0.015299 -0.491776 -0.026489 0.870313 0.995655
443	-0.082900 0.006200 0.072800 -0.647316 0.002100 -0.762219 0.043201 -0.998325 -0.039401 -0.764651 -0.055520 0.642034 -0.004059
442	-0.082900 0.006200 0.072800 0.043201 -0.998325 -0.039401 0.647316 -0.002100 0.762219 -0.764651 -0.055520 0.642034 -0.006744
441	-0.082900 0.006200 0.072800 -0.647316 0.002100 -0.762219 0.043201 -0.998325 -0.039401 -0.764651 -0.055520 0.642034 1.005207
513	-0.063700 0.125400 0.013600 0.019400 0.216900 -0.976001 -0.783501 -0.603001 -0.149600 -0.614794 0.769550 0.172577 -0.002789
512	-0.063700 0.125400 0.013600 -0.783501 -0.603001 -0.149600 -0.019400 -0.216900 0.976001 -0.614794 0.769550 0.172577 -0.001331
511	-0.063700 0.125400 0.013600 0.019400 0.216900 -0.976001 -0.783501 -0.603001 -0.149600 -0.614794 0.769550 0.172577 1.001142
523	-0.033200 0.139700 0.017400 0.010600 0.218707 -0.975733 -0.957032 -0.280709 -0.073302 -0.291442 0.931436 0.217702 -0.002552
522	-0.033200 0.139700 0.017400 -0.957032 -0.280709 -0.073302 -0.010600 -0.218707 0.975733 -0.291442 0.931436 0.217702 0.000362
521	-0.033200 0.139700 0.017400 0.010600 0.218707 -0.975733 -0.957032 -0.280709 -0.073302 -0.291442 0.931436 0.217702 0.995788
532	-0.033700 0.127400 0.048500 -0.052299 0.470092 -0.881084 -0.962183 -0.259895 -0.081599 -0.274354 0.841487 0.465412 -0.004174
533	-0.033700 0.127400 0.048500 -0.962183 -0.259895 -0.081599 0.052299 -0.470092 0.881084 -0.274354 0.841487 0.465412 -0.001143
531	-0.033700 0.127400 0.048500 -0.052299 0.470092 -0.881084 -0.962183 -0.259895 -0.081599 -0.274354 0.841487 0.465412 0.998222
542	-0.067200 0.108900 0.044300 -0.171191 0.377780 -0.909852 -0.709963 -0.687664 -0.151892 -0.687963 0.613813 0.387213 -0.003190
543	-0.067200 0.108900 0.044300 -0.709963 -0.687664 -0.151892 0.171191 -0.377780 0.909852 -0.687963 0.613813 0.387213 -0.002820
541	-0.067200 0.108900 0.044300 -0.171191 0.377780 -0.909852 -0.709963 -0.687664 -0.151892 -0.687963 0.613813 0.387213 1.006714
613	-0.035800 0.104800 0.075000 -0.009500 0.770803 -0.637003 -0.954604 -0.196601 -0.223701 -0.295076 0.611132 0.734466 -0.002622
612	-0.035800 0.104800 0.075000 -0.954604 -0.196601 -0.223701 0.009500 -0.770803 0.637003 -0.295076 0.611132 0.734466 -0.004242
611	-0.035800 0.104800 0.075000 -0.009500 0.770803 -0.637003 -0.954604 -0.196601 -0.223701 -0.295076 0.611132 0.734466 1.006312
622	0.000100 0.077500 0.096700 0.000200 0.917700 -0.397400 -1.000000 0.000400 0.000200 -0.000813 0.398551 0.917141 -0.004027
623	0.000100 0.077500 0.096700 -1.000000 0.000400 0.000200 -0.000200 -0.917700 0.397400 -0.000813 0.398551 0.917141 -0.001440
621	0.000100 0.077500 0.096700 0.000200 0.917700 -0.397400 -1.000000 0.000400 0.000200 -0.000813 0.398551 0.917141 0.997760
633	-0.018400 0.044000 0.106300 0.006700 0.983663 -0.179893 -0.990063 -0.018599 -0.139095 -0.128264 0.186803 0.973982 -0.002640
632	-0.018400 0.044000 0.106300 -0.990063 -0.018599 -0.139095 -0.006700 -0.983663 0.179893 -0.128264 0.186803 0.973982 -0.004712
631	-0.018400 0.044000 0.106300 0.006700 0.983663 -0.179893 -0.990063 -0.018599 -0.139095 -0.128264 0.186803 0.973982 0.995671
642	-0.036800 0.075300 0.092200 -0.025099 0.896459 -0.442380 -0.950857 -0.157993 -0.266288 -0.308974 0.410510 0.857904 -0.004479
643	-0.036800 0.075300 0.092200 -0.950857 -0.157993 -0.266288 0.025099 -0.896459 0.442380 -0.308974 0.410510 0.857904 -0.003541
641	-0.036800 0.075300 0.092200 -0.025099 0.896459 -0.442380 -0.950857 -0.157993 -0.266288 -0.308974 0.410510 0.857904 1.005880
713	-0.018500 0.010500 0.109600 -0.990008 -0.012000 -0.140501 0.013700 -0.999808 -0.011400 -0.147060 -0.008387 0.989086 -0.001541
712	-0.018500 0.010500 0.109600 0.013700 -0.999808 -0.011400 0.990008 0.012000 0.140501 -0.147060 -0.008387 0.989086 -0.009314
711	-0.018500 0.010500 0.109600 -0.990008 -0.012000 -0.140501 0.013700 -0.999808 -0.011400 -0.147060 -0.008387 0.989086 0.991483
723	0.018600 0.010500 0.109600 0.988752 -0.007200 -0.149393 0.001100 0.999151 -0.040798 0.152226 0.033661 0.987765 -0.000541
722	0.018600 0.010500 0.109600 0.001100 0.999151 -0.040798 -0.988752 0.007200 0.149393 0.152226 0.033661 0.987765 -0.006538
721	0.018600 0.010500 0.109600 0.988752 -0.007200 -0.149393 0.001100 0.999151 -0.040798 0.152226 0.033661 0.987765 0.984960
733	0.018600 -0.023300 0.105900 -0.036600 -0.970305 -0.239101 0.987205 0.002100 -0.159701 0.152117 -0.240094 0.958753 -0.001597
732	0.018600 -0.023300 0.105900 0.987205 0.002100 -0.159701 0.036600 0.970305 0.239101 0.152117 -0.240094 0.958753 -0.005052
731	0.018600 -0.023300 0.105900 -0.036600 -0.970305 -0.239101 0.987205 0.002100 -0.159701 0.152117 -0.240094 0.958753 0.987224
743	-0.018500 -0.023700 0.105800 0.039398 -0.969753 -0.240888 0.992852 0.010799 0.118594 -0.119493 -0.237269 0.964064 -0.001622
742	-0.018500 -0.023700 0.105800 0.992852 0.010799 0.118594 -0.039398 0.969753 0.240888 -0.119493 -0.237269 0.964064 0.001278
741	-0.018500 -0.023700 0.105800 0.039398 -0.969753 -0.240888 0.992852 0.010799 0.118594 -0.119493 -0.237269 0.964064 0.994507
813	0.000100 0.144500 0.018700 -0.000300 0.251701 -0.967805 -0.999905 -0.012100 -0.002800 -0.005327 0.964999 0.261943 -0.004259
812	0.000100 0.144500 0.018700 -0.999905 -0.012100 -0.002800 0.000300 -0.251701 0.967805 -0.005327 0.964999 0.261943 -0.004752
811	0.000100 0.144500 0.018700 -0.000300 0.251701 -0.967805 -0.999905 -0.012100 -0.002800 -0.005327 0.964999 0.261943 0.993185
822	0.000100 0.131600 0.050000 0.000700 0.499200 -0.866500 -1.000000 0.000900 -0.000200 -0.000519 0.868428 0.495697 0.003133
823	0.000100 0.131600 0.050000 -1.000000 0.000900 -0.000200 -0.000700 -0.499200 0.866500 -0.000519 0.868428 0.495697 -0.001448
821	0.000100 0.131600 0.050000 0.000700 0.499200 -0.866500 -1.000000 0.000900 -0.000200 -0.000519 0.868428 0.495697 0.996184
913	0.033100 0.139700 0.017300 -0.005300 0.236504 -0.971616 -0.964716 0.254804 0.067301 0.261425 0.936150 0.234980 -0.004820
912	0.033100 0.139700 0.017300 -0.964716 0.254804 0.067301 0.005300 -0.236504 0.971616 0.261425 0.936150 0.234980 -0.002472
911	0.033100 0.139700 0.017300 -0.005300 0.236504 -0.971616 -0.964716 0.254804 0.067301 0.261425 0.936150 0.234980 0.997885
923	0.063800 0.125300 0.013500 -0.022801 0.216906 -0.975926 -0.792421 0.591316 0.150004 0.622837 0.765678 0.160591 -0.001255
922	0.063800 0.125300 0.013500 -0.792421 0.591316 0.150004 0.022801 -0.216906 0.975926 0.622837 0.765678 0.160591 -0.001315
921	0.063800 0.125300 0.013500 -0.022801 0.216906 -0.975926 -0.792421 0.591316 0.150004 0.622837 0.765678 0.160591 1.003365
932	0.067100 0.108800 0.044400 0.174311 0.376424 -0.909958 -0.709645 0.688644 0.148909 0.685646 0.614945 0.389457 -0.004140
933	0.067100 0.108800 0.044400 -0.709645 0.688644 0.148909 -0.174311 -0.376424 0.909958 0.685646 0.614945 0.389457 -0.002465
931	0.067100 0.108800 0.044400 0.174311 0.376424 -0.909958 -0.709645 0.688644 0.148909 0.685646 0.614945 0.389457 1.004499
942	0.033800 0.127300 0.048600 0.055602 0.468914 -0.881527 -0.961529 0.263008 0.079302 0.263120 0.845696 0.464266 -0.005319
943	0.033800 0.127300 0.048600 -0.961529 0.263008 0.079302 -0.055602 -0.468914 0.881527 0.263120 0.845696 0.464266 -0.002205
941	0.033800 0.127300 0.048600 0.055602 0.468914 -0.881527 -0.961529 0.263008 0.079302 0.263120 0.845696 0.464266 0.997395
1013	0.000100 0.109300 0.077100 0.000900 0.759320 -0.650717 -0.999826 -0.013800 -0.017400 -0.021248 0.650628 0.759088 -0.001567
1012	0.000100 0.109300 0.077100 -0.999826 -0.013800 -0.017400 -0.000900 -0.759320 0.650717 -0.021248 0.650628 0.759088 -0.001086
1011	0.000100 0.109300 0.077100 0.000900 0.759320 -0.650717 -0.999826 -0.013800 -0.017400 -0.021248 0.650628 0.759088 0.998984
1023	0.035800 0.104800 0.075000 0.006800 0.768236 -0.640130 -0.964046 0.175308 0.200109 0.271755 0.617705 0.737941 -0.004497
1022	0.035800 0.104800 0.075000 -0.964046 0.175308 0.200109 -0.006800 -0.768236 0.640130 0.271755 0.617705 0.737941 -0.004397
1021	0.035800 0.104800 0.075000 0.006800 0.768236 -0.640130 -0.964046 0.175308 0.200109 0.271755 0.617705 0.737941 1.005345
1032	0.036800 0.075200 0.092300 0.029199 0.895982 -0.442991 -0.950980 0.161397 0.263795 0.304427 0.411087 0.859254 -0.003319
1033	0.036800 0.075200 0.092300 -0.950980 0.161397 0.263795 -0.029199 -0.895982 0.442991 0.304427 0.411087 0.859254 -0.001397
1031	0.036800 0.075200 0.092300 0.029199 0.895982 -0.442991 -0.950980 0.161397 0.263795 0.304427 0.411087 0.859254 0.998168
1043	0.018400 0.044200 0.106200 -0.013699 0.979661 -0.200192 -0.993160 0.009900 0.116395 0.129665 0.200562 0.971060 -0.005180
1042	0.018400 0.044200 0.106200 -0.993160 0.009900 0.116395 0.013699 -0.979661 0.200192 0.129665 0.200562 0.971060 -0.004686
1041	0.018400 0.044200 0.106200 -0.013699 0.979661 -0.200192 -0.993160 0.009900 0.116395 0.129665 0.200562 0.971060 0.991028
1112	0.052500 0.040600 0.095300 0.875761 -0.017599 -0.482379 -0.056398 0.988756 -0.138494 0.481534 0.149647 0.863550 0.000712
1113	0.052500 0.040600 0.095300 -0.056398 0.988756 -0.138494 -0.875761 0.017599 0.482379 0.481534 0.149647 0.863550 -0.001089
1111	0.052500 0.040600 0.095300 0.875761 -0.017599 -0.482379 -0.056398 0.988756 -0.138494 0.481534 0.149647 0.863550 0.990956
1123	0.080900 0.041300 0.072100 0.643867 0.052097 -0.763361 -0.171791 0.981950 -0.077896 0.750327 0.181366 0.635683 -0.003834
1122	0.080900 0.041300 0.072100 -0.171791 0.981950 -0.077896 -0.643867 -0.052097 0.763361 0.750327 0.181366 0.635683 -0.001401
1121	0.080900 0.041300 0.072100 0.643867 0.052097 -0.763361 -0.171791 0.981950 -0.077896 0.750327 0.181366 0.635683 1.004559
1133	0.082800 0.006100 0.072800 0.645314 0.000600 -0.763917 0.011100 0.999922 0.010200 0.764651 -0.013440 0.644294 -0.001802
1132	0.082800 0.006100 0.072800 0.011100 0.999922 0.010200 -0.645314 -0.000600 0.763917 0.764651 -0.013440 0.644294 -0.002086
1131	0.082800 0.006100 0.072800 0.645314 0.000600 -0.763917 0.011100 0.999922 0.010200 0.764651 -0.013440 0.644294 1.003540
1142	0.053500 0.006200 0.097000 0.871295 -0.018300 -0.490397 0.028700 0.999494 0.013700 0.490885 -0.026364 0.870804 -0.001805
1143	0.053500 0.006200 0.097000 0.028700 0.999494 0.013700 -0.871295 0.018300 0.490397 0.490885 -0.026364 0.870804 -0.003529
1141	0.053500 0.006200 0.097000 0.871295 -0.018300 -0.490397 0.028700 0.999494 0.013700 0.490885 -0.026364 0.870804 1.002501
1213	0.086200 0.098600 0.008900 0.046901 0.120402 -0.991617 -0.502008 0.861115 0.080801 0.865712 0.490601 0.098899 -0.002223
1212	0.086200 0.098600 0.008900 -0.502008 0.861115 0.080801 -0.046901 -0.120402 0.991617 0.865712 0.490601 0.098899 -0.002105
1211	0.086200 0.098600 0.008900 0.046901 0.120402 -0.991617 -0.502008 0.861115 0.080801 0.865712 0.490601 0.098899 0.995504
1223	0.100300 0.066000 0.008200 0.067403 0.027601 -0.997344 -0.315514 0.948942 0.005000 0.946796 0.313782 0.070512 -0.000888
1222	0.100300 0.066000 0.008200 -0.315514 0.948942 0.005000 -0.067403 -0.027601 0.997344 0.946796 0.313782 0.070512 -0.004778
1221	0.100300 0.066000 0.008200 0.067403 0.027601 -0.997344 -0.315514 0.948942 0.005000 0.946796 0.313782 0.070512 1.002517
1232	0.088700 0.075700 0.041200 0.351800 0.119000 -0.928499 -0.371200 0.928299 -0.021700 0.863256 0.351714 0.361974 -0.007044
1233	0.088700 0.075700 0.041200 -0.371200 0.928299 -0.021700 -0.351800 -0.119000 0.928499 0.863256 0.351714 0.361974 -0.002391
1231	0.088700 0.075700 0.041200 0.351800 0.119000 -0.928499 -0.371200 0.928299 -0.021700 0.863256 0.351714 0.361974 1.005197
1243	0.069900 0.075800 0.070900 0.612621 0.238208 -0.753626 -0.425815 0.902831 -0.060702 0.668795 0.358609 0.651196 -0.004527
1242	0.069900 0.075800 0.070900 -0.425815 0.902831 -0.060702 -0.612621 -0.238208 0.753626 0.668795 0.358609 0.651196 -0.003986
1241	0.069900 0.075800 0.070900 0.612621 0.238208 -0.753626 -0.425815 0.902831 -0.060702 0.668795 0.358609 0.651196 1.001555
1312	0.098900 0.040400 0.041300 0.343005 0.060601 -0.937414 -0.162403 0.986715 0.004300 0.925160 0.152298 0.347611 -0.001624
1313	0.098900 0.040400 0.041300 -0.162403 0.986715 0.004300 -0.343005 -0.060601 0.937414 0.925160 0.152298 0.347611 -0.002730
1311	0.098900 0.040400 0.041300 0.343005 0.060601 -0.937414 -0.162403 0.986715 0.004300 0.925160 0.152298 0.347611 1.002249
1323	0.107400 0.032900 0.008100 0.062598 0.011400 -0.997974 -0.129597 0.991574 0.003200 0.988901 0.134422 0.062992 -0.000173
1322	0.107400 0.032900 0.008100 -0.129597 0.991574 0.003200 -0.062598 -0.011400 0.997974 0.988901 0.134422 0.062992 -0.002431
1321	0.107400 0.032900 0.008100 0.062598 0.011400 -0.997974 -0.129597 0.991574 0.003200 0.988901 0.134422 0.062992 0.998766
1333	0.108300 -0.001100 0.006800 0.050900 -0.002300 -0.998701 0.060100 0.998201 0.000800 0.996972 -0.057016 0.052562 -0.001687
1332	0.108300 -0.001100 0.006800 0.060100 0.998201 0.000800 -0.050900 0.002300 0.998701 0.996972 -0.057016 0.052562 -0.006328
1331	0.108300 -0.001100 0.006800 0.050900 -0.002300 -0.998701 0.060100 0.998201 0.000800 0.996972 -0.057016 0.052562 1.004991
1342	0.101000 0.004400 0.041000 0.353004 0.007800 -0.935611 0.038200 0.999012 0.022700 0.936159 -0.042580 0.348963 -0.007645
1343	0.101000 0.004400 0.041000 0.038200 0.999012 0.022700 -0.353004 -0.007800 0.935611 0.936159 -0.042580 0.348963 -0.001632
1341	0.101000 0.004400 0.041000 0.353004 0.007800 -0.935611 0.038200 0.999012 0.022700 0.936159 -0.042580 0.348963 1.006914
1412	0.102000 0.063000 -0.026000 -0.014301 0.003500 -0.999948 -0.281114 0.959646 0.007400 0.960796 0.277153 -0.005457 -0.004795
1413	0.102000 0.063000 -0.026000 -0.281114 0.959646 0.007400 0.014301 -0.003500 0.999948 0.960796 0.277153 -0.005457 -0.003329
1411	0.102000 0.063000 -0.026000 -0.014301 0.003500 -0.999948 -0.281114 0.959646 0.007400 0.960796 0.277153 -0.005457 0.970639
1423	0.106500 0.046900 -0.060000 0.012000 0.008300 -0.999894 -0.179699 0.983694 0.006000 0.984123 0.176078 0.021996 -0.008994
1422	0.106500 0.046900 -0.060000 -0.179699 0.983694 0.006000 -0.012000 -0.008300 0.999894 0.984123 0.176078 0.021996 -0.002085
1421	0.106500 0.046900 -0.060000 0.012000 0.008300 -0.999894 -0.179699 0.983694 0.006000 0.984123 0.176078 0.021996 0.999955
1433	0.109800 0.013100 -0.062200 0.012400 0.004400 -0.999913 -0.012800 0.999913 0.004200 0.999624 0.004798 0.026471 -0.006688
1432	0.109800 0.013100 -0.062200 -0.012800 0.999913 0.004200 -0.012400 -0.004400 0.999913 0.999624 0.004798 0.026471 -0.003525
1431	0.109800 0.013100 -0.062200 0.012400 0.004400 -0.999913 -0.012800 0.999913 0.004200 0.999624 0.004798 0.026471 0.997990
1442	0.108300 0.030100 -0.026200 -0.009900 0.004100 -0.999888 -0.095799 0.995388 0.005100 0.994574 0.103256 -0.011536 -0.002360
1443	0.108300 0.030100 -0.026200 -0.095799 0.995388 0.005100 0.009900 -0.004100 0.999888 0.994574 0.103256 -0.011536 -0.005202
1441	0.108300 0.030100 -0.026200 -0.009900 0.004100 -0.999888 -0.095799 0.995388 0.005100 0.994574 0.103256 -0.011536 0.999563
1512	-0.108800 -0.003200 -0.028400 0.020599 0.000800 -0.999771 0.080298 -0.996771 0.000800 -0.995726 -0.090492 -0.016472 -0.004669
1513	-0.108800 -0.003200 -0.028400 0.080298 -0.996771 0.000800 -0.020599 -0.000800 0.999771 -0.995726 -0.090492 -0.016472 -0.001099
1511	-0.108800 -0.003200 -0.028400 0.020599 0.000800 -0.999771 0.080298 -0.996771 0.000800 -0.995726 -0.090492 -0.016472 1.001152
1522	-0.101700 -0.036000 -0.028100 0.028399 0.002900 -0.999575 0.340892 -0.940077 0.007000 -0.935936 -0.351206 -0.025556 -0.004496
1523	-0.101700 -0.036000 -0.028100 0.340892 -0.940077 0.007000 -0.028399 -0.002900 0.999575 -0.935936 -0.351206 -0.025556 -0.000499
1521	-0.101700 -0.036000 -0.028100 0.028399 0.002900 -0.999575 0.340892 -0.940077 0.007000 -0.935936 -0.351206 -0.025556 1.005383
1533	-0.095100 -0.052400 -0.062300 -0.014600 0.000600 -0.999893 0.465497 -0.884994 -0.007300 -0.894440 -0.446582 0.022296 -0.003096
1532	-0.095100 -0.052400 -0.062300 0.465497 -0.884994 -0.007300 0.014600 -0.000600 0.999893 -0.894440 -0.446582 0.022296 -0.006380
1531	-0.095100 -0.052400 -0.062300 -0.014600 0.000600 -0.999893 0.465497 -0.884994 -0.007300 -0.894440 -0.446582 0.022296 1.003956
1543	-0.106800 -0.020500 -0.062500 -0.013500 0.001800 -0.999907 0.201801 -0.979407 -0.004500 -0.982012 -0.186203 0.030228 0.000112
1542	-0.106800 -0.020500 -0.062500 0.201801 -0.979407 -0.004500 0.013500 -0.001800 0.999907 -0.982012 -0.186203 0.030228 0.000000
1541	-0.106800 -0.020500 -0.062500 -0.013500 0.001800 -0.999907 0.201801 -0.979407 -0.004500 -0.982012 -0.186203 0.030228 1.000912
1613	-0.101700 -0.033900 0.005600 -0.068397 -0.031599 -0.997158 0.340386 -0.940260 0.006500 -0.940456 -0.331640 0.074476 0.000984
1612	-0.101700 -0.033900 0.005600 0.340386 -0.940260 0.006500 0.068397 0.031599 0.997158 -0.940456 -0.331640 0.074476 -0.005132
1611	-0.101700 -0.033900 0.005600 -0.068397 -0.031599 -0.997158 0.340386 -0.940260 0.006500 -0.940456 -0.331640 0.074476 0.997060
1622	-0.095200 -0.030800 0.039100 -0.325001 -0.058300 -0.943902 0.308901 -0.949902 -0.047600 -0.895075 -0.306961 0.323391 -0.001827
1623	-0.095200 -0.030800 0.039100 0.308901 -0.949902 -0.047600 0.325001 0.058300 0.943902 -0.895075 -0.306961 0.323391 -0.000183
1621	-0.095200 -0.030800 0.039100 -0.325001 -0.058300 -0.943902 0.308901 -0.949902 -0.047600 -0.895075 -0.306961 0.323391 1.002065
1632	-0.078100 -0.062800 0.039400 -0.261799 -0.201399 -0.943897 0.596898 -0.802297 0.005600 -0.756959 -0.565470 0.327493 -0.003435
1633	-0.078100 -0.062800 0.039400 0.596898 -0.802297 0.005600 0.261799 0.201399 0.943897 -0.756959 -0.565470 0.327493 0.000416
1631	-0.078100 -0.062800 0.039400 -0.261799 -0.201399 -0.943897 0.596898 -0.802297 0.005600 -0.756959 -0.565470 0.327493 1.006260
1643	-0.086600 -0.064000 0.005500 -0.060699 -0.048399 -0.996982 0.570290 -0.821385 0.005100 -0.823739 -0.562077 0.074181 -0.001483
1642	-0.086600 -0.064000 0.005500 0.570290 -0.821385 0.005100 0.060699 0.048399 0.996982 -0.823739 -0.562077 0.074181 -0.001294
1641	-0.086600 -0.064000 0.005500 -0.060699 -0.048399 -0.996982 0.570290 -0.821385 0.005100 -0.823739 -0.562077 0.074181 0.997972
1713	-0.075800 -0.079700 -0.062100 0.000000 -0.015300 -0.999883 0.678188 -0.734787 0.011200 -0.746887 -0.664856 0.009498 0.000000
1712	-0.075800 -0.079700 -0.062100 0.678188 -0.734787 0.011200 0.000000 0.015300 0.999883 -0.746887 -0.664856 0.009498 -0.000303
1711	-0.075800 -0.079700 -0.062100 0.000000 -0.015300 -0.999883 0.678188 -0.734787 0.011200 -0.746887 -0.664856 0.009498 1.001474
1722	-0.086100 -0.066000 -0.028200 0.022801 0.009400 -0.999727 0.571015 -0.820922 0.005300 -0.817829 -0.574724 -0.028398 -0.002430
