   113 -0.106600 0.046400 -0.060400 -0.017132 0.006556 -0.999832 -0.192523 -0.981287 -0.003208 -0.981143 0.192436 0.018073 -0.006656
   112 -0.106600 0.046400 -0.060400 -0.192523 -0.981287 -0.003208 0.017132 -0.006556 0.999832 -0.981143 0.192436 0.018073 -0.002511
   111 -0.106600 0.046400 -0.060400 -0.017111 0.006663 -0.999831 -0.192525 -0.981286 -0.003317 -0.981143 0.192436 0.018073 1.014974
   122 -0.102000 0.063100 -0.025600 0.004877 0.003572 -0.999982 -0.263227 -0.964722 -0.004739 -0.964722 0.263244 -0.003765 -0.004805
   123 -0.102000 0.063100 -0.025600 -0.263227 -0.964722 -0.004739 -0.004877 -0.003572 0.999982 -0.964722 0.263244 -0.003765 -0.004036
   121 -0.102000 0.063100 -0.025600 0.004893 0.003628 -0.999981 -0.263227 -0.964722 -0.004797 -0.964722 0.263244 -0.003765 1.000356
   132 -0.108500 0.030200 -0.026600 0.004385 0.002140 -0.999988 -0.083224 -0.996528 -0.002461 -0.996521 0.083233 -0.004192 -0.003495
   133 -0.108500 0.030200 -0.026600 -0.083224 -0.996528 -0.002461 -0.004385 -0.002140 0.999988 -0.996521 0.083233 -0.004192 -0.004174
   131 -0.108500 0.030200 -0.026600 0.004399 0.002311 -0.999988 -0.083223 -0.996527 -0.002632 -0.996521 0.083233 -0.004192 1.001451
   143 -0.109900 0.013100 -0.062700 -0.035841 0.002395 -0.999355 -0.029410 -0.999566 -0.001402 -0.998925 0.029341 0.035896 -0.003053
   142 -0.109900 0.013100 -0.062700 -0.029410 -0.999566 -0.001402 0.035841 -0.002395 0.999355 -0.998925 0.029341 0.035896 -0.003562
   141 -0.109900 0.013100 -0.062700 -0.035833 0.002663 -0.999355 -0.029419 -0.999566 -0.001670 -0.998925 0.029341 0.035896 1.012862
   213 -0.107400 0.032900 0.008000 -0.058767 0.008452 -0.998236 -0.096401 -0.995339 -0.002785 -0.993606 0.096067 0.059307 -0.001315
   212 -0.107400 0.032900 0.008000 -0.096401 -0.995339 -0.002785 0.058767 -0.008452 0.998236 -0.993606 0.096067 0.059307 -0.001979
   211 -0.107400 0.032900 0.008000 -0.058761 0.008516 -0.998236 -0.096404 -0.995338 -0.002850 -0.993606 0.096067 0.059307 0.997115
   222 -0.098900 0.040300 0.041300 -0.342374 0.059667 -0.937667 -0.157837 -0.987452 -0.005190 -0.926211 0.146221 0.347495 -0.004293
   223 -0.098900 0.040300 0.041300 -0.157837 -0.987452 -0.005190 0.342374 -0.059667 0.937667 -0.926211 0.146221 0.347495 -0.003978
   221 -0.098900 0.040300 0.041300 -0.342361 0.059748 -0.937667 -0.157865 -0.987447 -0.005267 -0.926211 0.146221 0.347495 0.998715
   232 -0.101100 0.004400 0.040800 -0.344682 0.009078 -0.938676 0.045376 -0.998623 -0.026312 -0.937622 -0.051663 0.343795 -0.005261
   233 -0.101100 0.004400 0.040800 0.045376 -0.998623 -0.026312 0.344682 -0.009078 0.938676 -0.937622 -0.051663 0.343795 -0.006211
   231 -0.101100 0.004400 0.040800 -0.344684 0.009136 -0.938674 0.045356 -0.998623 -0.026366 -0.937622 -0.051663 0.343795 0.994903
