113 -0.106600 0.046400 -0.060400 -0.019579 0.007014 -0.999784 -0.188551 -0.982058 -0.003270 -0.981869 0.188446 0.020550 -0.004845 -0.000100 -0.003834
112 -0.106600 0.046400 -0.060400 -0.188551 -0.982058 -0.003270 0.019579 -0.007014 0.999784 -0.981869 0.188446 0.020550 0.000596 0.001694 0.003821
111 -0.106600 0.046400 -0.060400 -0.019576 0.007027 -0.999784 -0.188551 -0.982058 -0.003283 -0.981869 0.188446 0.020550 1.002404
122 -0.102000 0.063100 -0.025600 -0.000973 0.005174 -0.999986 -0.256397 -0.966560 -0.004761 -0.966571 0.256388 0.002267 -0.006380 0.001743 0.001157
123 -0.102000 0.063100 -0.025600 -0.256397 -0.966560 -0.004761 0.000973 -0.005174 0.999986 -0.966571 0.256388 0.002267 -0.001543 0.002522 0.004577
121 -0.102000 0.063100 -0.025600 -0.000947 0.005272 -0.999986 -0.256397 -0.966559 -0.004862 -0.966571 0.256388 0.002267 0.997110
132 -0.108500 0.030200 -0.026600 0.009695 0.001659 -0.999952 -0.084867 -0.996389 -0.002438 -0.996345 0.084886 -0.009519 -0.002151 0.000328 0.000507
133 -0.108500 0.030200 -0.026600 -0.084867 -0.996389 -0.002438 -0.009695 -0.001659 0.999952 -0.996345 0.084886 -0.009519 -0.000277 0.005392 0.009021
131 -0.108500 0.030200 -0.026600 0.009698 0.001692 -0.999951 -0.084866 -0.996389 -0.002472 -0.996345 0.084886 -0.009519 1.000871
143 -0.109900 0.013100 -0.062700 -0.039957 0.002433 -0.999198 -0.024664 -0.999695 -0.001509 -0.998897 0.024584 0.040005 -0.003059 -0.000680 -0.003931
142 -0.109900 0.013100 -0.062700 -0.024664 -0.999695 -0.001509 0.039957 -0.002433 0.999198 -0.998897 0.024584 0.040005 -0.001685 0.001955 0.003460
141 -0.109900 0.013100 -0.062700 -0.039958 0.002400 -0.999199 -0.024663 -0.999695 -0.001476 -0.998897 0.024584 0.040005 0.999318
213 -0.107400 0.032900 0.008000 -0.055358 0.008120 -0.998434 -0.099515 -0.995033 -0.002608 -0.993495 0.099215 0.055891 -0.002959 0.000259 -0.002028
212 -0.107400 0.032900 0.008000 -0.099515 -0.995033 -0.002608 0.055358 -0.008120 0.998434 -0.993495 0.099215 0.055891 -0.002386 0.000052 0.002328
211 -0.107400 0.032900 0.008000 -0.055353 0.008165 -0.998433 -0.099517 -0.995032 -0.002653 -0.993495 0.099215 0.055891 0.999363
222 -0.098900 0.040300 0.041300 -0.338769 0.059074 -0.939013 -0.164018 -0.986453 -0.002872 -0.926462 0.153041 0.343869 -0.003573 -0.000563 -0.000578
223 -0.098900 0.040300 0.041300 -0.164018 -0.986453 -0.002872 0.338769 -0.059074 0.939013 -0.926462 0.153041 0.343869 -0.001331 0.000787 0.004229
221 -0.098900 0.040300 0.041300 -0.338766 0.059092 -0.939013 -0.164024 -0.986452 -0.002890 -0.926462 0.153041 0.343869 1.003610
232 -0.101100 0.004400 0.040800 -0.341530 0.009209 -0.939826 0.040633 -0.998873 -0.024546 -0.938992 -0.046572 0.340770 -0.006128 -0.000225 -0.000545
233 -0.101100 0.004400 0.040800 0.040633 -0.998873 -0.024546 0.341530 -0.009209 0.939826 -0.938992 -0.046572 0.340770 -0.004704 0.000767 -0.002275
231 -0.101100 0.004400 0.040800 -0.341534 0.009309 -0.939824 0.040599 -0.998872 -0.024640 -0.938993 -0.046572 0.340770 1.002318
243 -0.108300 -0.001100 0.007100 -0.068152 -0.010481 -0.997620 0.084344 -0.996425 0.004745 -0.994104 -0.083819 0.068793 -0.001879 0.000746 -0.001393
242 -0.108300 -0.001100 0.007100 0.084344 -0.996425 0.004745 0.068152 0.010481 0.997620 -0.994104 -0.083819 0.068793 -0.002774 0.000287 0.002295
241 -0.108300 -0.001100 0.007100 -0.067246 -0.010400 -0.997682 0.084013 -0.996453 0.004763 -0.994193 -0.083497 0.067881 0.999716
313 -0.086100 0.098800 0.009000 -0.042723 0.122265 -0.991578 -0.478120 -0.873958 -0.087174 -0.877256 0.470368 0.095796 -0.005279 -0.000652 -0.002611
312 -0.086100 0.098800 0.009000 -0.478120 -0.873958 -0.087174 0.042723 -0.122265 0.991578 -0.877256 0.470368 0.095796 -0.002368 0.000393 0.002438
311 -0.086100 0.098800 0.009000 -0.042694 0.122318 -0.991572 -0.478122 -0.873950 -0.087235 -0.877256 0.470368 0.095796 0.999623
322 -0.088700 0.075700 0.041200 -0.343219 0.115454 -0.932132 -0.373405 -0.927392 0.022625 -0.861841 0.355828 0.361410 -0.002052 -0.000160 -0.000792
323 -0.088700 0.075700 0.041200 -0.373405 -0.927392 0.022625 0.343219 -0.115454 0.932132 -0.861841 0.355828 0.361410 -0.004695 0.000330 0.003343
321 -0.088700 0.075700 0.041200 -0.343238 0.115408 -0.932131 -0.373388 -0.927398 0.022671 -0.861841 0.355828 0.361410 1.000269
333 -0.070200 0.075800 0.070700 -0.584327 0.224203 -0.779932 -0.407906 -0.911992 0.043386 -0.701565 0.343491 0.624356 -0.004209 -0.000540 -0.002448
332 -0.070200 0.075800 0.070700 -0.407906 -0.911992 0.043386 0.584327 -0.224203 0.779932 -0.701565 0.343491 0.624356 -0.000039 -0.000680 0.003027
331 -0.070200 0.075800 0.070700 -0.584289 0.224289 -0.779936 -0.407961 -0.911971 0.043312 -0.701565 0.343491 0.624356 1.016738
343 -0.100300 0.065900 0.008100 -0.069264 0.025739 -0.997266 -0.286800 -0.957979 -0.004814 -0.955483 0.285683 0.073735 -0.002949 -0.000415 -0.002456
342 -0.100300 0.065900 0.008100 -0.286800 -0.957979 -0.004814 0.069264 -0.025739 0.997266 -0.955483 0.285683 0.073735 -0.001798 0.000933 0.003757
341 -0.100300 0.065900 0.008100 -0.069260 0.025754 -0.997266 -0.286801 -0.957978 -0.004829 -0.955484 0.285683 0.073735 1.005679
413 -0.080800 0.041300 0.072000 -0.636437 0.047963 -0.769836 -0.138502 -0.988950 0.052868 -0.758794 0.140271 0.636048 -0.001596 0.001512 -0.001066
412 -0.080800 0.041300 0.072000 -0.138502 -0.988950 0.052868 0.636437 -0.047963 0.769836 -0.758794 0.140271 0.636048 -0.000770 -0.001511 0.002932
411 -0.080800 0.041300 0.072000 -0.636434 0.047988 -0.769837 -0.138518 -0.988949 0.052849 -0.758794 0.140271 0.636048 1.002356
422 -0.052600 0.040600 0.095200 -0.873901 -0.020038 -0.485691 -0.059119 -0.987357 0.147076 -0.482497 0.157243 0.861668 -0.003339 0.000116 0.000622
423 -0.052600 0.040600 0.095200 -0.059119 -0.987357 0.147076 0.873901 0.020038 0.485691 -0.482497 0.157243 0.861668 -0.003873 -0.000717 0.004316
421 -0.052600 0.040600 0.095200 -0.873901 -0.020042 -0.485690 -0.059116 -0.987357 0.147078 -0.482497 0.157243 0.861668 1.003428
432 -0.053700 0.005900 0.096900 -0.869119 -0.017740 -0.494285 0.025683 -0.999626 -0.009446 -0.493933 -0.020905 0.869248 -0.001939 -0.000688 0.000407
433 -0.053700 0.005900 0.096900 0.025683 -0.999626 -0.009446 0.869119 0.017740 0.494285 -0.493933 -0.020905 0.869248 -0.006139 -0.000994 0.004816
431 -0.053700 0.005900 0.096900 -0.869119 -0.017724 -0.494285 0.025669 -0.999626 -0.009455 -0.493933 -0.020905 0.869249 0.997434
443 -0.082900 0.006200 0.072800 -0.637914 0.002796 -0.770102 0.040459 -0.998492 -0.037102 -0.769045 -0.054826 0.636839 -0.002448 -0.000777 -0.001774
442 -0.082900 0.006200 0.072800 0.040459 -0.998492 -0.037102 0.637914 -0.002796 0.770102 -0.769045 -0.054826 0.636839 -0.005936 0.001481 0.003374
441 -0.082900 0.006200 0.072800 -0.637915 0.002803 -0.770102 0.040454 -0.998492 -0.037107 -0.769045 -0.054826 0.636839 1.006172
513 -0.063700 0.125400 0.013600 0.015488 0.221814 -0.974966 -0.793723 -0.590270 -0.146920 -0.608082 0.776129 0.166917 -0.004052 -0.000656 -0.003342
512 -0.063700 0.125400 0.013600 -0.793723 -0.590270 -0.146920 -0.015488 -0.221814 0.974966 -0.608082 0.776129 0.166917 -0.006453 0.000236 0.000791
511 -0.063700 0.125400 0.013600 0.015465 0.221798 -0.974970 -0.793723 -0.590276 -0.146893 -0.608082 0.776129 0.166917 0.998002
523 -0.033200 0.139700 0.017400 0.011615 0.215379 -0.976462 -0.959604 -0.272138 -0.071425 -0.281116 0.937846 0.203517 -0.005435 0.000294 -0.001076
522 -0.033200 0.139700 0.017400 -0.959604 -0.272138 -0.071425 -0.011615 -0.215379 0.976462 -0.281116 0.937846 0.203517 -0.002195 0.000533 0.001298
521 -0.033200 0.139700 0.017400 0.011649 0.215388 -0.976459 -0.959603 -0.272130 -0.071460 -0.281116 0.937846 0.203517 0.987658
532 -0.033700 0.127400 0.048500 -0.052162 0.469659 -0.881306 -0.961138 -0.263169 -0.083407 -0.271105 0.842705 0.465134 -0.000403 0.000497 0.000315
533 -0.033700 0.127400 0.048500 -0.961138 -0.263169 -0.083407 0.052162 -0.469659 0.881306 -0.271105 0.842705 0.465134 -0.003177 0.001207 0.008305
531 -0.033700 0.127400 0.048500 -0.052143 0.469664 -0.881304 -0.961139 -0.263159 -0.083424 -0.271105 0.842705 0.465134 0.998802
542 -0.067200 0.108900 0.044300 -0.174569 0.380855 -0.908006 -0.709153 -0.688397 -0.152352 -0.683093 0.617319 0.390257 -0.001519 -0.001206 -0.000054
543 -0.067200 0.108900 0.044300 -0.709153 -0.688397 -0.152352 0.174569 -0.380855 0.908006 -0.683093 0.617319 0.390257 -0.003800 0.001524 0.003370
541 -0.067200 0.108900 0.044300 -0.174551 0.380873 -0.908002 -0.709158 -0.688387 -0.152375 -0.683093 0.617319 0.390257 1.006777
613 -0.035800 0.104800 0.075000 -0.008029 0.767756 -0.640692 -0.956993 -0.191693 -0.217759 -0.290002 0.611389 0.736276 -0.001660 -0.000415 -0.001340
612 -0.035800 0.104800 0.075000 -0.956993 -0.191693 -0.217759 0.008029 -0.767756 0.640692 -0.290002 0.611389 0.736276 0.000154 0.000303 0.001561
611 -0.035800 0.104800 0.075000 -0.008023 0.767757 -0.640691 -0.956993 -0.191688 -0.217763 -0.290002 0.611389 0.736276 1.000815
622 0.000100 0.077500 0.096700 0.000195 0.915877 -0.401459 -0.999999 0.000963 0.001491 0.001752 0.401458 0.915876 -0.003195 -0.001046 -0.001608
623 0.000100 0.077500 0.096700 -0.999999 0.000963 0.001491 -0.000195 -0.915877 0.401459 0.001752 0.401458 0.915876 -0.005610 -0.001329 0.000609
621 0.000100 0.077500 0.096700 0.000156 0.915877 -0.401459 -0.999998 0.000927 0.001507 0.001752 0.401458 0.915876 0.997075
633 -0.018400 0.044000 0.106300 0.007396 0.982735 -0.184870 -0.991210 -0.017124 -0.131186 -0.132086 0.184216 0.973970 -0.006657 -0.001634 -0.002325
632 -0.018400 0.044000 0.106300 -0.991210 -0.017124 -0.131186 -0.007396 -0.982735 0.184870 -0.132086 0.184216 0.973970 -0.003119 0.000146 0.002368
631 -0.018400 0.044000 0.106300 0.007254 0.982733 -0.184889 -0.991211 -0.017264 -0.131159 -0.132086 0.184216 0.973970 0.997199
642 -0.036800 0.075300 0.092200 -0.024309 0.895403 -0.444593 -0.951916 -0.156561 -0.263335 -0.305396 0.416814 0.856154 -0.002929 0.000188 -0.001110
643 -0.036800 0.075300 0.092200 -0.951916 -0.156561 -0.263335 0.024309 -0.895403 0.444593 -0.305396 0.416814 0.856154 -0.002261 0.000358 0.002395
641 -0.036800 0.075300 0.092200 -0.024411 0.895386 -0.444621 -0.951913 -0.156657 -0.263287 -0.305396 0.416814 0.856154 1.008407
713 -0.018500 0.010500 0.109600 -0.989154 -0.011930 -0.146397 0.013264 -0.999877 -0.008388 -0.146279 -0.010239 0.989190 -0.002303 -0.000039 -0.000488
712 -0.018500 0.010500 0.109600 0.013264 -0.999877 -0.008388 0.989154 0.011930 0.146397 -0.146279 -0.010239 0.989190 -0.003545 -0.001985 0.002194
711 -0.018500 0.010500 0.109600 -0.989154 -0.011956 -0.146398 0.013290 -0.999876 -0.008384 -0.146279 -0.010239 0.989190 0.998017
723 0.018600 0.010500 0.109600 0.988156 -0.007342 -0.153274 0.002310 0.999456 -0.032909 0.153433 0.032165 0.987635 -0.004638 -0.001168 -0.000249
722 0.018600 0.010500 0.109600 0.002310 0.999456 -0.032909 -0.988156 0.007342 0.153274 0.153433 0.032165 0.987635 -0.004879 -0.001304 -0.000720
721 0.018600 0.010500 0.109600 0.988157 -0.007227 -0.153278 0.002196 0.999457 -0.032891 0.153433 0.032165 0.987635 0.993194
733 0.018600 -0.023300 0.105900 -0.035668 -0.971754 -0.233286 0.987773 0.001153 -0.155896 0.151762 -0.235995 0.959831 -0.006447 -0.000684 -0.000259
732 0.018600 -0.023300 0.105900 0.987773 0.001153 -0.155896 0.035668 0.971754 0.233286 0.151762 -0.235995 0.959831 -0.001234 -0.000603 0.000186
731 0.018600 -0.023300 0.105900 -0.035643 -0.971754 -0.233290 0.987774 0.001178 -0.155890 0.151762 -0.235995 0.959831 0.987666
743 -0.018500 -0.023700 0.105800 0.038804 -0.971008 -0.235875 0.992499 0.009986 0.121846 -0.115959 -0.238834 0.964112 -0.008436 -0.000738 -0.000032
742 -0.018500 -0.023700 0.105800 0.992499 0.009986 0.121846 -0.038804 0.971008 0.235875 -0.115959 -0.238834 0.964112 -0.002118 0.000356 -0.001816
741 -0.018500 -0.023700 0.105800 0.038851 -0.971008 -0.235869 0.992497 0.010032 0.121858 -0.115959 -0.238834 0.964112 0.993752
813 0.000100 0.144500 0.018700 -0.000462 0.261662 -0.965160 -0.999818 -0.018531 -0.004508 -0.019064 0.964982 0.261623 -0.002504 0.000663 0.000443
812 0.000100 0.144500 0.018700 -0.999818 -0.018531 -0.004508 0.000462 -0.261662 0.965160 -0.019064 0.964982 0.261623 -0.004348 0.000695 -0.000359
811 0.000100 0.144500 0.018700 -0.000531 0.261660 -0.965160 -0.999818 -0.018549 -0.004442 -0.019064 0.964982 0.261623 0.996131
822 0.000100 0.131600 0.050000 0.000686 0.501182 -0.865341 -0.999917 -0.010867 -0.006997 -0.012910 0.865274 0.501132 -0.000272 0.000520 0.001274
823 0.000100 0.131600 0.050000 -0.999917 -0.010867 -0.006997 -0.000686 -0.501182 0.865341 -0.012910 0.865274 0.501132 -0.003777 0.000568 0.002612
821 0.000100 0.131600 0.050000 0.000632 0.501182 -0.865342 -0.999917 -0.010894 -0.006950 -0.012910 0.865274 0.501132 0.995811
913 0.033100 0.139700 0.017300 -0.003056 0.244684 -0.969598 -0.967908 0.242920 0.064369 0.251285 0.938679 0.236090 -0.006185 0.001525 0.000044
912 0.033100 0.139700 0.017300 -0.967908 0.242920 0.064369 0.003056 -0.244684 0.969598 0.251285 0.938679 0.236090 -0.002110 -0.001283 0.001991
911 0.033100 0.139700 0.017300 -0.003084 0.244691 -0.969596 -0.967908 0.242913 0.064397 0.251285 0.938678 0.236090 1.009409
923 0.063800 0.125300 0.013500 -0.013508 0.228602 -0.973426 -0.786516 0.598679 0.151577 0.617421 0.767663 0.171712 -0.008624 0.002119 -0.001054
922 0.063800 0.125300 0.013500 -0.786516 0.598679 0.151577 0.013508 -0.228602 0.973426 0.617421 0.767663 0.171712 -0.001353 -0.000041 0.000518
921 0.063800 0.125300 0.013500 -0.013624 0.228691 -0.973404 -0.786514 0.598646 0.151720 0.617421 0.767663 0.171712 1.009886
932 0.067100 0.108800 0.044400 0.180045 0.381587 -0.906629 -0.706678 0.691320 0.150604 0.684240 0.613579 0.394128 -0.001461 0.000339 0.000684
