-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
0.0000416 -0.0000416 0.0000057 -0.0000149 -0.0000102 -0.0000141 -0.0002487 0.0002093 0.0000094 -0.0000307 0.0000010 -0.0000052 0.0000044 -0.0000121 0.0000035 -0.0000062 0.0002625 -0.0003077 -0.0000091 0.0000046
0.0000322 -0.0000590 -0.0000050 -0.0000057 0.0000537 -0.0000397 -0.0001738 -0.0001898 -0.0000210 0.0000398 0.0000020 -0.0000075 0.0000136 -0.0000194 0.0000069 -0.0000150 0.0003797 -0.0001137 0.0000025 -0.0000099
0.0000449 -0.0000457 -0.0000072 0.0000080 0.0001145 -0.0001157 0.0003950 -0.0004635 -0.0000074 0.0000314 0.0000034 -0.0000106 0.0000015 -0.0000090 0.0000048 -0.0000134 -0.0000569 0.0001063 -0.0000096 0.0000209
-0.0000156 0.0000438 0.0000097 -0.0000024 0.0001341 -0.0001683 0.0000406 0.0001658 0.0000016 0.0000021 0.0000039 -0.0000115 -0.0000037 -0.0000086 0.0000023 -0.0000053 -0.0003627 0.0002207 -0.0000294 0.0000449
-0.0000584 0.0000559 0.0000015 -0.0000022 0.0000583 -0.0001870 -0.0001245 0.0001541 -0.0000101 0.0000377 0.0000031 -0.0000120 0.0000132 -0.0000199 0.0000019 -0.0000061 -0.0000599 -0.0003108 -0.0000115 0.0000104
0.0000232 -0.0000781 0.0000016 0.0000002 0.0000436 -0.0001826 0.0002630 -0.0001923 0.0000096 -0.0000108 0.0000021 -0.0000119 0.0000097 -0.0000168 0.0000036 -0.0000088 0.0001011 -0.0004052 0.0000108 -0.0000222
0.0000631 -0.0000859 0.0000179 -0.0000218 -0.0000295 -0.0000806 0.0000945 -0.0000491 0.0000476 -0.0000525 0.0000028 -0.0000129 0.0000072 -0.0000193 0.0000012 -0.0000105 -0.0001412 0.0000112 0.0000094 -0.0000097
0.0000284 -0.0000639 0.0000139 -0.0000230 0.0000153 -0.0000976 -0.0000794 0.0000116 0.0000285 0.0000054 0.0000042 -0.0000143 0.0000084 -0.0000239 -0.0000031 -0.0000067 -0.0000893 0.0000761 0.0000059 -0.0000019
0.0000057 -0.0000566 -0.0000063 0.0000036 0.0000766 -0.0000618 0.0000283 -0.0001257 0.0000110 -0.0000118 0.0000031 -0.0000132 0.0000048 -0.0000227 -0.0000065 0.0000029 -0.0000157 0.0000882 0.0000193 -0.0000240
-0.0000390 0.0000435 -0.0000031 0.0000078 0.0000554 -0.0000151 0.0000036 -0.0001646 -0.0000044 0.0000014 0.0000042 -0.0000138 0.0000102 -0.0000220 -0.0000059 0.0000012 -0.0001820 0.0003754 0.0000164 -0.0000259
