   111 -0.106600 0.046400 -0.060400 -0.014317 0.006061 -0.999879 -0.192264 -0.981338 -0.003269 -0.981239 0.192194 0.015215 0.999947
   112 -0.106600 0.046400 -0.060400 -0.192263 -0.981338 -0.003220 0.014326 -0.006014 0.999879 -0.981239 0.192194 0.015215 -0.006282
   113 -0.106600 0.046400 -0.060400 -0.014326 0.006014 -0.999879 -0.192263 -0.981338 -0.003220 -0.981239 0.192194 0.015215 -0.010312
   121 -0.102000 0.063100 -0.025600 -0.008707 0.007217 -0.999937 -0.250564 -0.968088 -0.004814 -0.968061 0.250506 0.010237 1.005736
   122 -0.102000 0.063100 -0.025600 -0.008696 0.007260 -0.999936 -0.250565 -0.968088 -0.004859 -0.968061 0.250506 0.010237 0.001324
   123 -0.102000 0.063100 -0.025600 -0.250565 -0.968088 -0.004859 0.008696 -0.007260 0.999936 -0.968061 0.250506 0.010237 -0.001182
   131 -0.108500 0.030200 -0.026600 0.003242 0.002529 -0.999992 -0.086116 -0.996281 -0.002762 -0.996280 0.086124 -0.003012 1.000752
   132 -0.108500 0.030200 -0.026600 0.003634 0.002206 -0.999991 -0.086371 -0.996260 -0.002474 -0.996256 0.086379 -0.003430 -0.014423
   133 -0.108500 0.030200 -0.026600 -0.086371 -0.996260 -0.002474 -0.003634 -0.002206 0.999991 -0.996256 0.086379 -0.003430 -0.000452
   141 -0.109900 0.013100 -0.062700 -0.033847 0.002645 -0.999424 -0.026425 -0.999649 -0.001812 -0.999077 0.026349 0.033905 0.998982
   142 -0.109900 0.013100 -0.062700 -0.026414 -0.999650 -0.001479 0.033856 -0.002313 0.999424 -0.999078 0.026349 0.033905 -0.006776
   143 -0.109900 0.013100 -0.062700 -0.033856 0.002313 -0.999424 -0.026414 -0.999650 -0.001479 -0.999078 0.026349 0.033905 0.003945
   211 -0.107400 0.032900 0.008000 -0.057311 0.008415 -0.998321 -0.100662 -0.994917 -0.002641 -0.993269 0.100342 0.057866 1.002306
   212 -0.107400 0.032900 0.008000 -0.100657 -0.994918 -0.002547 0.057320 -0.008321 0.998321 -0.993269 0.100342 0.057866 -0.006669
   213 -0.107400 0.032900 0.008000 -0.057320 0.008321 -0.998321 -0.100657 -0.994918 -0.002547 -0.993269 0.100342 0.057866 0.003569
   221 -0.098900 0.040300 0.041300 -0.346644 0.060418 -0.936049 -0.159352 -0.987211 -0.004695 -0.924361 0.147533 0.351838 1.002149
   222 -0.098900 0.040300 0.041300 -0.346006 0.060251 -0.936296 -0.159089 -0.987253 -0.004726 -0.924646 0.147318 0.351180 0.004567
   223 -0.098900 0.040300 0.041300 -0.159089 -0.987253 -0.004726 0.346006 -0.060251 0.936296 -0.924646 0.147318 0.351180 0.000374
   231 -0.101100 0.004400 0.040800 -0.351686 0.008836 -0.936076 0.043064 -0.998745 -0.025599 -0.935127 -0.049314 0.350864 1.002467
   232 -0.101100 0.004400 0.040800 -0.351123 0.008749 -0.936289 0.042655 -0.998769 -0.025321 -0.935358 -0.048829 0.350317 0.004923
   233 -0.101100 0.004400 0.040800 0.042655 -0.998769 -0.025321 0.351123 -0.008749 0.936289 -0.935358 -0.048829 0.350317 0.000579
   241 -0.108300 -0.001100 0.007100 -0.072067 -0.010744 -0.997342 0.087512 -0.996154 0.004446 -0.993554 -0.086959 0.072730 0.998753
   242 -0.108300 -0.001100 0.007100 0.087518 -0.996153 0.004522 0.072061 0.010819 0.997342 -0.993554 -0.086959 0.072730 -0.004269
   243 -0.108300 -0.001100 0.007100 -0.072061 -0.010819 -0.997342 0.087518 -0.996153 0.004522 -0.993554 -0.086959 0.072730 0.006538
   311 -0.086100 0.098800 0.009000 -0.039627 0.120645 -0.991905 -0.484622 -0.870434 -0.086523 -0.873826 0.477270 0.092960 1.001675
   312 -0.086100 0.098800 0.009000 -0.484621 -0.870437 -0.086494 0.039641 -0.120620 0.991907 -0.873826 0.477270 0.092960 0.000117
   313 -0.086100 0.098800 0.009000 -0.039641 0.120620 -0.991907 -0.484621 -0.870437 -0.086494 -0.873826 0.477270 0.092960 -0.007038
   321 -0.088700 0.075700 0.041200 -0.353990 0.119960 -0.927524 -0.366860 -0.930067 0.019724 -0.860294 0.347253 0.373243 1.004830
   322 -0.088700 0.075700 0.041200 -0.354020 0.119885 -0.927522 -0.366831 -0.930077 0.019800 -0.860294 0.347253 0.373243 0.000623
   323 -0.088700 0.075700 0.041200 -0.366831 -0.930077 0.019800 0.354020 -0.119885 0.927522 -0.860294 0.347253 0.373243 0.000206
   331 -0.070200 0.075800 0.070700 -0.594851 0.229073 -0.770504 -0.391063 -0.919927 0.028361 -0.702311 0.318187 0.636802 0.998858
   332 -0.070200 0.075800 0.070700 -0.391072 -0.919923 0.028350 0.594846 -0.229087 0.770505 -0.702311 0.318187 0.636802 -0.005372
   333 -0.070200 0.075800 0.070700 -0.594846 0.229087 -0.770505 -0.391072 -0.919923 0.028350 -0.702311 0.318187 0.636802 -0.003070
   341 -0.100300 0.065900 0.008100 -0.072891 0.026879 -0.996977 -0.284800 -0.958574 -0.005029 -0.955812 0.283573 0.077526 1.002176
   342 -0.100300 0.065900 0.008100 -0.284796 -0.958575 -0.004971 0.072908 -0.026824 0.996978 -0.955812 0.283573 0.077526 -0.002123
   343 -0.100300 0.065900 0.008100 -0.072908 0.026824 -0.996978 -0.284796 -0.958575 -0.004971 -0.955812 0.283573 0.077526 0.003059
   411 -0.080800 0.041300 0.072000 -0.641533 0.048894 -0.765536 -0.133511 -0.989853 0.048643 -0.755390 0.133414 0.641551 1.004036
   412 -0.080800 0.041300 0.072000 -0.133610 -0.989835 0.048726 0.641250 -0.048845 0.765776 -0.755612 0.133561 0.641258 -0.003871
   413 -0.080800 0.041300 0.072000 -0.641250 0.048845 -0.765776 -0.133610 -0.989835 0.048726 -0.755612 0.133561 0.641258 0.001065
   421 -0.052600 0.040600 0.095200 -0.876528 -0.019218 -0.480966 -0.054468 -0.988830 0.138743 -0.478260 0.147809 0.865690 1.003585
   422 -0.052600 0.040600 0.095200 -0.876528 -0.019216 -0.480967 -0.054470 -0.988829 0.138742 -0.478260 0.147809 0.865690 -0.013248
   423 -0.052600 0.040600 0.095200 -0.054470 -0.988829 0.138742 0.876528 0.019216 0.480967 -0.478260 0.147809 0.865690 -0.001048
   431 -0.053700 0.005900 0.096900 -0.872235 -0.018152 -0.488750 0.031498 -0.999318 -0.019263 -0.488068 -0.032196 0.872211 0.997760
   432 -0.053700 0.005900 0.096900 -0.872242 -0.017916 -0.488746 0.031292 -0.999322 -0.019378 -0.488068 -0.032196 0.872212 -0.009998
   433 -0.053700 0.005900 0.096900 0.031292 -0.999322 -0.019378 0.872242 0.017916 0.488746 -0.488068 -0.032196 0.872212 0.000622
   441 -0.082900 0.006200 0.072800 -0.643654 0.002359 -0.765313 0.045426 -0.998116 -0.041243 -0.763968 -0.061312 0.642334 1.001634
   442 -0.082900 0.006200 0.072800 0.045408 -0.998116 -0.041265 0.643655 -0.002387 0.765312 -0.763969 -0.061312 0.642334 -0.002138
   443 -0.082900 0.006200 0.072800 -0.643655 0.002387 -0.765312 0.045408 -0.998116 -0.041265 -0.763969 -0.061312 0.642334 -0.001132
   511 -0.063700 0.125400 0.013600 0.015407 0.221982 -0.974929 -0.790493 -0.594359 -0.147842 -0.612276 0.772953 0.166318 1.000517
   512 -0.063700 0.125400 0.013600 -0.790494 -0.594372 -0.147784 -0.015360 -0.221947 0.974938 -0.612276 0.772953 0.166319 -0.002586
   513 -0.063700 0.125400 0.013600 0.015360 0.221947 -0.974938 -0.790494 -0.594372 -0.147784 -0.612276 0.772953 0.166319 -0.001642
   521 -0.033200 0.139700 0.017400 0.009375 0.222780 -0.974824 -0.956880 -0.281052 -0.073417 -0.290333 0.933478 0.210538 0.998479
   522 -0.033200 0.139700 0.017400 -0.956880 -0.281061 -0.073380 -0.009338 -0.222769 0.974827 -0.290333 0.933478 0.210538 -0.006299
   523 -0.033200 0.139700 0.017400 0.009338 0.222769 -0.974827 -0.956880 -0.281061 -0.073380 -0.290333 0.933478 0.210538 -0.001654
