-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000214 0.0000681 -0.0000064 0.0000850 -0.0000217 0.0000902 -0.0000065 0.0000828 -0.0000095 0.0000435 -0.0000023 0.0000115 -0.0000048 0.0000101 -0.0000014 0.0000207 -0.0000008 0.0000056 -0.0000084 -0.0000501 0.0003640 -0.0001847 0.0000039 -0.0000170 -0.0000034 -0.0000282
-0.0000087 0.0000083 -0.0000066 -0.0000336 -0.0000138 0.0000363 -0.0000106 -0.0000911 -0.0000117 -0.0000557 -0.0000282 -0.0002499 -0.0000043 -0.0001361 -0.0000014 -0.0001062 -0.0000227 -0.0000806 -0.0000114 -0.0001978 -0.0000178 -0.0000132 0.0000098 -0.0001963 -0.0000083 -0.0001858
0.0000019 -0.0001538 0.0000010 -0.0002925 0.0000012 -0.0001547 -0.0000046 -0.0003514 -0.0000075 -0.0001942 -0.0000280 -0.0003538 0.0000057 -0.0001774 0.0000182 -0.0001951 0.0000179 -0.0001484 -0.0000004 -0.0001661 0.0000668 -0.0000273 0.0000065 -0.0001613 -0.0000063 -0.0001622
-0.0000159 -0.0001439 0.0000007 -0.0002287 -0.0000192 -0.0001582 -0.0000098 -0.0002671 -0.0000255 -0.0001504 -0.0000133 -0.0001999 0.0000050 -0.0000935 0.0000056 -0.0001256 0.0000166 -0.0000926 -0.0000087 -0.0000985 0.0000451 0.0000116 0.0000033 -0.0000599 -0.0000029 -0.0000991
0.0000021 -0.0000997 -0.0000011 -0.0001088 0.0000037 -0.0001175 -0.0000084 -0.0001460 -0.0000181 -0.0000956 -0.0000038 -0.0000755 -0.0000009 -0.0000305 -0.0000130 -0.0000490 -0.0000259 -0.0000269 -0.0000179 -0.0000576 -0.0002815 0.0001884 -0.0000076 0.0000114 -0.0000108 -0.0000322
-0.0000158 -0.0000395 -0.0000031 -0.0000203 -0.0000159 -0.0000538 -0.0000059 -0.0000337 -0.0000048 -0.0000385 0.0000063 0.0000503 -0.0000051 0.0000444 -0.0000066 0.0000188 -0.0000153 0.0000128 -0.0000096 0.0000089 0.0003346 -0.0002465 -0.0000139 0.0001004 -0.0000127 0.0000668
-0.0000264 0.0000372 -0.0000098 0.0001105 -0.0000353 0.0000398 -0.0000136 0.0001395 -0.0000120 0.0000599 0.0000108 0.0002197 -0.0000140 0.0001347 -0.0000253 0.0001145 -0.0000329 0.0000690 -0.0000299 0.0000677 0.0002798 0.0000447 -0.0000223 0.0001978 -0.0000154 0.0001705
0.0000087 0.0000976 -0.0000122 0.0002501 0.0000026 0.0001230 -0.0000071 0.0003048 -0.0000013 0.0001493 0.0000128 0.0003645 -0.0000191 0.0001822 -0.0000205 0.0001669 -0.0000502 0.0001010 -0.0000470 0.0000212 -0.0001644 0.0006948 -0.0000193 0.0001509 -0.0000265 0.0001384
-0.0000157 0.0000884 -0.0000153 0.0001501 -0.0000093 0.0001226 -0.0000128 0.0001226 -0.0000143 0.0000773 -0.0000123 0.0000538 -0.0000151 0.0000234 0.0000028 0.0000133 -0.0000150 -0.0000292 -0.0000304 -0.0001199 0.0003143 0.0003347 -0.0000025 -0.0000587 -0.0000160 -0.0000647
-0.0000255 -0.0000598 -0.0000117 -0.0001440 -0.0000206 -0.0000423 -0.0000294 -0.0002290 -0.0000337 -0.0000988 -0.0000398 -0.0003456 -0.0000118 -0.0001480 -0.0000244 -0.0001594 -0.0000413 -0.0001367 -0.0000249 -0.0001503 0.0000370 0.0002704 -0.0000066 -0.0001289 -0.0000153 -0.0001379
-0.0000003 -0.0001385 -0.0000016 -0.0001966 0.0000014 -0.0001628 -0.0000154 -0.0002296 -0.0000051 -0.0001347 -0.0000225 -0.0002227 -0.0000058 -0.0000971 -0.0000187 -0.0001393 -0.0000352 -0.0001099 -0.0000038 -0.0000452 -0.0000849 0.0002155 -0.0000100 -0.0000527 -0.0000295 -0.0000712
-0.0000229 -0.0000860 -0.0000039 -0.0000922 -0.0000288 -0.0001151 -0.0000210 -0.0001087 -0.0000099 -0.0000752 -0.0000098 -0.0000739 -0.0000031 -0.0000274 0.0000003 -0.0000898 0.0000065 -0.0000862 0.0000063 0.0000255 0.0004368 -0.0001903 -0.0000065 0.0000115 -0.0000180 -0.0000096
-0.0000094 -0.0000498 -0.0000027 -0.0000107 -0.0000223 -0.0000666 -0.0000276 -0.0000036 -0.0000230 -0.0000055 -0.0000054 0.0000338 -0.0000037 0.0000350 -0.0000300 -0.0000160 -0.0000337 -0.0000071 -0.0000161 0.0000794 -0.0002243 0.0002559 -0.0000175 0.0000970 -0.0000158 0.0000896
0.0000041 0.0000091 -0.0000024 0.0001009 -0.0000079 0.0000020 -0.0000146 0.0001502 -0.0000021 0.0000734 0.0000108 0.0001941 -0.0000036 0.0001234 -0.0000300 0.0000727 -0.0000338 0.0000669 -0.0000123 0.0001541 -0.0001207 0.0002433 -0.0000242 0.0002089 -0.0000238 0.0002150
-0.0000350 0.0001202 -0.0000087 0.0002438 -0.0000459 0.0001345 -0.0000153 0.0003397 -0.0000064 0.0001835 0.0000190 0.0003789 -0.0000122 0.0002167 -0.0000383 0.0001699 -0.0000347 0.0001365 -0.0000006 0.0002214 0.0005876 -0.0001702 -0.0000147 0.0002301 -0.0000181 0.0002286
-0.0000130 0.0001228 -0.0000134 0.0002258 -0.0000193 0.0001504 -0.0000190 0.0002273 -0.0000059 0.0001358 -0.0000223 0.0001128 -0.0000116 0.0000783 -0.0000504 0.0000627 -0.0000697 0.0000700 -0.0000109 0.0000827 -0.0000356 0.0002155 -0.0000055 0.0000387 -0.0000286 0.0000394
0.0000017 -0.0000336 -0.0000089 -0.0000507 0.0000008 -0.0000163 -0.0000266 -0.0001134 -0.0000041 -0.0000441 -0.0000533 -0.0003059 0.0000010 -0.0001401 -0.0000085 -0.0001669 -0.0000206 -0.0001156 -0.0000053 -0.0000726 0.0000246 0.0001474 -0.0000018 -0.0001044 -0.0000335 -0.0000984
-0.0000300 -0.0001280 -0.0000001 -0.0001941 -0.0000350 -0.0001284 -0.0000388 -0.0001700 -0.0000263 -0.0000797 -0.0000321 -0.0002260 0.0000023 -0.0001031 -0.0000182 -0.0001558 -0.0000142 -0.0001087 0.0000046 -0.0000005 0.0002476 -0.0000156 -0.0000016 -0.0000397 -0.0000258 -0.0000618
-0.0000057 -0.0001180 0.0000029 -0.0001112 -0.0000139 -0.0001237 -0.0000370 -0.0000816 -0.0000145 -0.0000413 -0.0000170 -0.0000847 0.0000020 -0.0000260 -0.0000503 -0.0000707 -0.0000573 -0.0000301 -0.0000039 0.0000969 -0.0004260 0.0003272 -0.0000098 0.0000360 -0.0000365 0.0000116
-0.0000173 -0.0000666 0.0000015 -0.0000313 -0.0000262 -0.0000784 -0.0000301 0.0000003 -0.0000005 -0.0000003 -0.0000074 0.0000106 0.0000057 0.0000310 -0.0000294 -0.0000189 -0.0000289 -0.0000067 0.0000086 0.0001686 0.0002175 -0.0002047 -0.0000116 0.0001079 -0.0000402 0.0000955
