-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000024 -0.0000786 0.0000004 -0.0001576 0.0000028 -0.0000977 -0.0000079 -0.0002217 -0.0000084 -0.0001241 -0.0000209 -0.0002821 0.0000020 -0.0001479 -0.0000094 -0.0001199 -0.0000168 -0.0000781 -0.0000012 -0.0001247 0.0000146 -0.0001047 0.0000017 -0.0000843 0.0000007 -0.0000830
0.0000181 -0.0001475 0.0000071 -0.0001963 0.0000199 -0.0001729 -0.0000038 -0.0001996 0.0000055 -0.0001365 -0.0000037 -0.0001545 -0.0000008 -0.0000762 -0.0000088 -0.0000832 -0.0000053 -0.0000527 0.0000014 -0.0000267 -0.0000245 -0.0000581 -0.0000058 -0.0000054 -0.0000061 -0.0000221
-0.0000105 -0.0000701 -0.0000014 -0.0000686 -0.0000106 -0.0001031 -0.0000049 -0.0000600 -0.0000010 -0.0000585 0.0000019 -0.0000067 -0.0000029 -0.0000007 -0.0000003 -0.0000372 0.0000083 -0.0000106 0.0000115 0.0000480 -0.0000086 -0.0000527 -0.0000088 0.0000567 0.0000026 0.0000152
-0.0000026 -0.0000258 -0.0000064 0.0000154 -0.0000032 -0.0000592 -0.0000030 0.0000229 0.0000046 -0.0000166 0.0000039 0.0000733 -0.0000042 0.0000508 -0.0000174 0.0000121 -0.0000176 0.0000353 0.0000044 0.0001109 -0.0000112 -0.0000283 -0.0000109 0.0001159 0.0000003 0.0000796
0.0000051 0.0000289 -0.0000088 0.0001169 -0.0000066 0.0000220 0.0000044 0.0001381 0.0000165 0.0000461 0.0000129 0.0001853 -0.0000083 0.0001268 -0.0000197 0.0000651 0.0000001 0.0000597 -0.0000026 0.0001881 -0.0000383 0.0000458 -0.0000160 0.0002141 -0.0000057 0.0001627
-0.0000164 0.0001242 -0.0000109 0.0002452 -0.0000335 0.0001320 -0.0000005 0.0002646 -0.0000020 0.0001183 0.0000029 0.0002133 -0.0000069 0.0001180 -0.0000154 0.0000659 0.0000054 0.0000823 0.0000099 0.0000988 -0.0000170 -0.0000478 0.0000006 0.0001296 0.0000016 0.0000573
0.0000082 0.0000504 -0.0000056 0.0000990 0.0000032 0.0000343 -0.0000027 0.0000445 -0.0000076 -0.0000206 -0.0000202 -0.0000941 -0.0000018 -0.0000701 -0.0000149 -0.0000797 -0.0000107 0.0000014 0.0000181 -0.0001238 -0.0000168 -0.0002398 0.0000158 -0.0001140 -0.0000042 -0.0001637
0.0000098 -0.0001359 0.0000013 -0.0002103 0.0000022 -0.0001632 -0.0000083 -0.0002989 -0.0000081 -0.0002184 -0.0000246 -0.0003202 0.0000014 -0.0001759 -0.0000040 -0.0001976 0.0000081 -0.0001054 0.0000081 -0.0001383 -0.0000483 -0.0002830 0.0000009 -0.0001276 -0.0000099 -0.0001811
-0.0000048 -0.0001598 -0.0000005 -0.0001962 -0.0000124 -0.0001968 -0.0000099 -0.0002676 -0.0000129 -0.0002081 -0.0000149 -0.0001998 0.0000037 -0.0001174 -0.0000112 -0.0001662 0.0000023 -0.0000790 0.0000126 -0.0000514 -0.0000514 -0.0002897 -0.0000011 -0.0000429 -0.0000085 -0.0001299
0.0000120 -0.0001195 -0.0000028 -0.0000813 0.0000040 -0.0001639 0.0000018 -0.0001661 0.0000019 -0.0001708 -0.0000028 -0.0000950 0.0000013 -0.0000579 -0.0000253 -0.0001254 -0.0000058 -0.0000321 0.0000159 0.0000201 -0.0000654 -0.0002843 0.0000046 0.0000231 -0.0000111 -0.0000801
0.0000039 -0.0000585 -0.0000047 0.0000186 -0.0000244 -0.0000855 -0.0000037 -0.0000464 -0.0000039 -0.0001111 0.0000069 0.0000292 0.0000050 0.0000156 -0.0000192 -0.0000828 0.0000212 -0.0000023 0.0000198 0.0001601 -0.0001583 -0.0004783 -0.0000053 0.0001082 -0.0000034 0.0000344
-0.0000002 0.0000298 -0.0000081 0.0001554 -0.0000232 0.0000020 -0.0000067 0.0001245 -0.0000055 -0.0000207 0.0000101 0.0001892 0.0000077 0.0000921 -0.0000299 -0.0000169 0.0000060 0.0000575 0.0000451 0.0002707 -0.0002737 -0.0007974 -0.0000024 0.0001032 -0.0000029 0.0000215
0.0000085 0.0000317 -0.0000110 0.0001142 -0.0000045 0.0000042 0.0000017 -0.0000047 0.0000027 -0.0000980 -0.0000152 -0.0000781 0.0000028 -0.0000776 -0.0000235 -0.0001396 0.0000014 -0.0000276 0.0000465 0.0000547 -0.0001902 -0.0006264 0.0000161 -0.0001067 -0.0000187 -0.0002330
-0.0000004 -0.0001353 -0.0000049 -0.0001985 -0.0000192 -0.0001679 -0.0000037 -0.0003947 -0.0000103 -0.0003194 -0.0000400 -0.0005182 0.0000179 -0.0003508 0.0000020 -0.0003595 0.0000254 -0.0001916 0.0000614 -0.0001173 0.0001905 0.0004648 0.0000201 -0.0002617 -0.0000203 -0.0003975
0.0000114 -0.0002771 0.0000064 -0.0003701 -0.0000096 -0.0003348 -0.0000003 -0.0004711 -0.0000086 -0.0003783 -0.0000220 -0.0004548 0.0000327 -0.0003456 -0.0000071 -0.0003693 0.0000314 -0.0001622 0.0001054 0.0000363 0.0005233 0.0015969 0.0000240 -0.0002110 -0.0000176 -0.0003722
0.0000270 -0.0002719 0.0000071 -0.0002968 -0.0000056 -0.0003398 0.0000083 -0.0003486 0.0000056 -0.0003234 -0.0000048 -0.0002984 0.0000293 -0.0002733 -0.0000158 -0.0003250 0.0000420 -0.0001303 0.0000806 0.0000385 0.0004884 0.0015080 0.0000151 -0.0001494 -0.0000166 -0.0003022
0.0000068 -0.0002194 0.0000002 -0.0001937 -0.0000265 -0.0002926 0.0000001 -0.0002410 0.0000013 -0.0002560 0.0000030 -0.0001871 0.0000214 -0.0002085 -0.0000103 -0.0002838 0.0000292 -0.0001355 0.0000555 0.0001438 0.0002872 0.0009508 -0.0000033 -0.0000883 -0.0000169 -0.0002337
0.0000098 -0.0001479 -0.0000036 -0.0000634 -0.0000154 -0.0002118 0.0000050 -0.0000911 0.0000101 -0.0001641 0.0000143 -0.0000156 0.0000192 -0.0001027 -0.0000151 -0.0002030 0.0000120 -0.0000928 0.0000465 0.0002349 0.0001174 0.0004778 -0.0000066 0.0000119 -0.0000231 -0.0001571
0.0000090 -0.0000609 -0.0000084 0.0000556 -0.0000208 -0.0000864 0.0000123 -0.0000521 0.0000200 -0.0001398 -0.0000064 -0.0001492 0.0000234 -0.0001889 -0.0000046 -0.0002507 0.0000277 -0.0001464 0.0000135 -0.0000886 0.0000319 0.0000048 0.0000102 -0.0001400 -0.0000192 -0.0002973
-0.0000007 -0.0001702 -0.0000040 -0.0001904 -0.0000285 -0.0001939 0.0000005 -0.0003754 0.0000009 -0.0003204 -0.0000368 -0.0005625 0.0000352 -0.0004700 0.0000234 -0.0004691 0.0000369 -0.0003160 0.0000201 -0.0003428 0.0001156 0.0000372 0.0000207 -0.0004396 -0.0000149 -0.0005755
